ProductID,Product Name,Description,List Price,Sale Price,Brand,Category,Dept,Sub-Category,SKU
1515,Keva Brain Builders Junior,New-Keva Brain Builders Junior|Keva Brain Builders Junior,14.55,14.55,MindWare,Games & Puzzles,Toys,Puzzles,1771
1516,centric 83.133.0023.73,"centric 83.133.0023.73| These Balanced Brake Upgrades put StopTech on the enthusiast map. They maintain factory bias while providing shorter stopping distances, better modulation and less brake fade. They include stiffer StopTech calipers, larger-than-stock 2-pc StopTech AeroRotors, StopTech Street Performance Pads and StopTech Stainless Steel Lines. StopTech Big Brake Kit; Black Caliper, Slotted Two-Piece Rotor, Rear ",2205,2205,centric,Automotive Replacement Parts,Auto & Tires,Replacement Auto Parts,1055
1517,Disney's Tinker Bell Light Green Dress Children's Costume (Size 4-6X),She'll be soaring and making magic in no time! ; Tinker Bell light green dress costume; Comes with included fairy wings; A fantastic idea for a Halloween costume; A costume that your little girl is sure to love; Girls size 4-6x|Tinker Bell light green dress costume Comes with included fairy wings A fantastic idea for a Halloween costume A costume that your little girl is sure to love Girls size 4-6x,22.2,22.2,Disney,Pretend Play & Dress Up,Toys,Pretend Play & Dress Up,9240
1518,Calculated Risk : The Modern Entrepreneur's Handbook,"|Calculated Risk: The Modern Entrepreneur's Handbook makes entrepreneurial pursuits a learnable process. Palumbo takes his twenty years of starting and backing businesses and describes in detail his greatest triumphs, and with them the many lessons he learned along the way. Starting a successful business can be one of life's biggest challenges. Palumbo takes you step by step through the process, from idea to exit, using real world examples to drive home his message. He tells you what types of ideas are viable for business creation, how to tell if your startup is succeeding, and what top venture capitalists look for when valuing a new business. Calculated Risk is a must read for anyone thinking of taking the leap into entrepreneurship.",12.99,12.99,Michael J Palumbo,Business & Money Books,Books,Entrepreneurship Books,3295
1519,CHRYSLER OEM-Headlight Headlamp Switch 1AC51DX9AB,"CHRYSLER OEM-Headlight Headlamp Switch 1AC51DX9AB Brand: Mopar Part Number: 1AC51DX9AB Item Condition: New Item Description: Headlight Switch Manufacturer Brand Description: Headlight Switch Quantity Needed: 1; Fitment Notes: Fog Lamps;Manual Controled Headlights;Incl.bezel; Item Specifics: Item Name: Headlamp Switch Category 1: Electrical Category 2: Chassis Electrical Category 3: Switches Vehicle Fitment Summary This part generally fits Chrysler, Dodge vehicles and includes models such as Grand Caravan, Town &amp; Country with the trims of C/V Mini Cargo Van 4-Door, Limited Mini Passenger Van 4-Door, LX Mini Passenger Van 4-Door, SE Mini Passenger Van 4-Door, SXT Mini Passenger Van 4-Door, Touring Mini Passenger Van 4-Door, Walter P. Chrysler Signature Series Mini Passenger Van 4-Door . The engine types may include 3.3L 3301CC 201Cu. In. V6 FLEX OHV Naturally Aspirated, 3.8L 3778CC 231Cu. In. V6 GAS OHV Naturally Aspirated, 3.8L 3800CC 231Cu. In. V6 FLEX OHV Naturally Aspirated, 4.0L 3952CC 241Cu. In. V6 GAS SOHC Naturally Aspirated. This part fits vehicles made in the following years 2009, 2010. Other Information The part or sub-assembly you are purchasing is a Genuine OEM Factory Original part sold by an authorized Genuine OEM parts reseller. WARRANTY Warranty Duration: 2 years |CHRYSLER OEM-Headlight Headlamp Switch 1AC51DX9AB",89.02,89.02,Mopar,Automotive Replacement Parts,Auto & Tires,Lighting and Lamps,1896
1520,85054 Shock Body Set 12x67-87mm Firestorm (2),|85054 Shock Body Set 12x67-87mm Firestorm (2) HPIC8554 HPI,7,7,HPI,Remote Control & Play Vehicles,Toys,Trains & Train Sets,6560
1521,Robin Hood,"No need to steal this treasured tale from the rich, but it makes a great gift all the same. Share Robin Hood's epic story of justice and generosity with this masterfully crafted illustrated Scribner Classics edition. Based on the Paul Creswick telling of Robin Hood and drawing from the rich and varied lore surrounding the beloved outlaw, this spirited reworking of Robin Hood's many adventures is a vibrant introduction to Friar Tuck, Little John, Maid Marian, the Sheriff of Nottingham, and, of course, Robin Hood, the hero whose generosity and sense of justice has captivated readers for eight hundred years. This collectible edition includes a soft-touch cover, gold foiling, and N.C. Wyeth's original oil paintings.|No need to steal this treasured tale from the rich, but it makes a great gift all the same. Share Robin Hood’s epic story of justice and generosity with this masterfully crafted illustrated Scribner Classics edition. Based on the Paul Creswick telling of Robin Hood and drawing from the rich and varied lore surrounding the beloved outlaw, this spirited reworking of Robin Hood’s many adventures is a vibrant introduction to Friar Tuck, Little John, Maid Marian, the Sheriff of Nottingham, and, of course, Robin Hood, the hero whose generosity and sense of justice has captivated readers for eight hundred years. This collectible edition includes a soft-touch cover, gold foiling, and N.C. Wyeth’s original oil paintings.",24.99,15.7,Paul Creswick; N C Wyeth,Children's & Kids' Books,Books,Classic Kids' Books,4983
1522,Kenneth James Sultana Lattice Texture Wallpaper,| The repeating pattern of this Kenneth James Sultana Lattice Texture Wallpaper lends order to your decor without being too predictable. The lacy shapes within the lattice soften the effect for a look that blends nicely with your existing decor.,134.99,134.99,Kenneth James,Paint,Home Improvement,Wallpaper,7845
1523,FREEing Kantai Collection: Kancolle: I-168 PVC Figure,"From the popular naval simulation game Kantai Collection - KanColle - comes a collectible figure of I-168, also known as Imuya! Figure is in 1:4 scale. Uniform can be removed.|From the popular naval simulation game Kantai Collection - KanColle - comes a 1/4th scale figure of I-168, also known as Imuya! Her uniform can be removed and she also comes with an alternate expression, allowing you to choose between her half-damaged and standard versions! At an impressive 1/4 scale, fans can enjoy all the details of the cute Imuya to their heart's content - but details have also been put into other areas of the figure such as the ship parts she holds in her hands, as well as the huge tube she sits on, specially made from a soft material.",113.99,113.99,Anime,Action Figures,Toys,All Action Figures,4694
1524,Introduction to Policing 3rd Ed. + Law Enforcement Interpersonal Communication and Conflict Management,9781506345260|Introduction to Policing 3rd Ed. + Law Enforcement Interpersonal Communication and Conflict Management,116,116,Steven M Cox,Political Books,Books,Law Enforcement Political Books,7492
1525,"20pcs Cabinet Cupboard Drawer Door Stainless Steel Pull Handle 4.5"" Long","Unique Bargains 20pcs Cabinet Cupboard Drawer Door Stainless Steel Pull Handle 4.5&quot; LongMade of Stainless Steel material, 4mm mount hole.Can replace your old or broken pull handle, suitable for home window, cabinet door, dresser, drawer, cupboard, etc.Install parts are not included here. For CALIFORNIA residents only: WARNING: This product contains chemicals including DEHP, which is known to the State of California to cause cancer and birth defects or other reproductive harm.Please note that by posting this Proposition 65 warning, we are notifying you that one or more of the Proposition 65 listed chemicals may be present in a product. With Unique Bargains' products, the exposure to these chemicals may be of no significant risk to you, but out of caution, we have elected to place this warning on our site to make sure our customers are informed. You can find more infomation at http://www.oehha.ca.gov/proposition-65/about-proposition-65. &nbsp;| Product Name: Pull Handle; Weight: 243g Main Color: Silver Tone; Mount Hole Center Distance: 15mm/0.6&quot; , 102mm/4&quot; Overall Size: 115 x 30 x 20mm/ 4.5&quot; x 1.2&quot; x 0.8&quot; (L*W*H) Mount Hole Diameter: 4mm/ 0.16&quot; Unique Bargains 20pcs Cabinet Cupboard Drawer Door Stainless Steel Pull Handle 4.5&quot; Long",25.99,12.99,Unique Bargains,All Departments,Shop by Brand,Unique Bargains,3804
1526,"Voice Recorder with 4GB Built-in Memory, Headphone Jack, LCD Display & Built-in Speaker","Use the Pyle PVR200 Voice Recorder at home, in the classroom or in the office. It's easy to use and creates audio files (.wav) that are easy to share. Comes with 4GB built-in memory, so you can record hours of audio or voice. Once you record your file, connect it to your PC via the included USB cable to save and share. ed by 2 'AAA' batteries (not included). Small size for convenience and portability. 4GB Built-in Flash Memory - Up to 272 hours recording time Recording Mode Selectable (SP/LP) Records files in (.wav) format Voice-Activated-System - Recording stops when sound stops Storage up to 99 Files Easy to Search / Scroll File folders &amp; Hold Feature Display - Multi-functional Full Function LCD Built-in Speaker, &amp; Built-in Microphone Low battery indicator, &amp; Batteries level indicator Headphone Jack (3.5mm / 1/8&quot;) Includes USB Data Transfer Cable ed by - 2 x AAA Batteries (not included) Battery Life: Record 13.5 Hours / Playback Headphone 9 Hours / Playback Speaker 3.5 Hours Unit size: 4.25&quot;H x 1.18&quot;W x 0.59&quot;D|Voice Recorder with 4GB Built-in Memory, Headphone Jack, LCD Display &amp; Built-in Speaker",26.16,26.16,Pyle,Portable Audio,Electronics,Voice Recorders,5611
1527,"BL CCYR 2 1/2S Yoke Roller, Sealed, Crowned, 2 1/2"" Roller Diameter","BL CCYR 2 1/2S Yoke Roller, Sealed, Crowned, 2 1/2&quot; Roller Diameter|BL CCYR 2 1/2S Yoke Roller, Sealed, Crowned, 2 1/2&quot; Roller DiameterFull Complement Needle bearing that supports high static and dynamic loads in Cam or Track applications. Seals help retain lubricant and prevent contamination, and the hexagonal wrench socket provides for easy mounting. They arrive fully lubricated, but can be relubricated through oil hole in the inner race, and have a black oxide coating to prevent corrosion.",35.68,35.68,BL,Automotive Replacement Parts,Auto & Tires,Replacement Auto Parts,2767
1528,Flesh For The Beast (R-Rated Version),Investigators encounter demons disguised as beautiful women.|Paranormal investigators encounter demons disguised as beautiful women.,9.57,9.57,FUNimation Productions,TV Shows,Movies & TV Shows,Action & Adventure TV Shows,9349
1529,AutoMeter 1402 Designer Black Street Rod Kit," Designer Black Street Rod Kit Incl. 3 1/8 in. 120 MPH Elec. Speedo. 2 1/16 in. 100 psi Oil Press. 100-250 Deg. Water Temp. 8-18V 240 Ohms Empty 33 Ohms Full Fuel Level |Gauge Set - Designer Black - Street Rod Kit - Designer Black - Street Rod Kit - Incl. 3 1/8 in. 120 MPH Elec. Speedo. - 2 1/16 in. 100 psi Oil Press. - 100-250 Deg. Water Temp. - 8-18V - 240 Ohms Empty - 33 Ohms Full Fuel Level. Features: Domed Lens. Quality Construction. Black Chrome Bezel. 1 Year Limited Warranty. Next generation instrucments from Auto Meter combine our NASCAR proven racing movements with our award winning LED lighting technology to offer you the ultimate in Accuracy, Durability, Visibility and Styling.",401.02,401.02,Auto Meter,Automotive Interior,Auto & Tires,Car Sun Shades,2502
1530,"Brown Birds Print Cotton Linen Ribbon, 5/8-inch, 10-yard",|A very versatile cotton linen brown printed ribbon. Perfect natural touch to any product or packaging. The solid colors of the cotton linen blend are also great to print sentiments or other images on. Width: 5/8 inches Length: 10 yards This ribbon is made of 45% Linen and 55% Cotton.,10.98,10.98,Firefly Imports,Party Supplies,Party & Occasions,Gift Wrap & Supplies,3477
1531,Sanyo POA-LMP105 Osram Projector Lamp Module,"Sanyo POA-LMP105 Osram Replacement Lamp Module|Sanyo POA-LMP105 Osram Replacement Lamp Module Compatible with these Projector Part Numbers: POA-LMP105, 610 330 7329, 610 3307329, 610-330-7329, 610-3307329, 610330 7329, 610330-7329, 6103307329, POALMP105 Model Numbers: PLC-XT20, PLC-XT20B, PLC-XT20BA, PLC-XT20E, PLC-XT20EA, PLC-XT20L, PLC-XT20N, PLC-XT20NA, PLC-XT20U, PLC-XT20UA, PLC-XT20UW, PLC-XT20UWM, PLC-XT20W, PLCXT20, PLCXT20B, PLCXT20BA, PLCXT20E, PLCXT20EA, PLCXT20N, PLCXT20NA, PLCXT20U, PLCXT20UA, PLCXT20UW, PLCXT20UWM, PLCXT20W, PLC-XT21, PLC-XT21B, PLC-XT21BA, PLC-XT21E, PLC-XT21EA, PLC-XT21L, PLC-XT21N, PLC-XT21NA, PLC-XT21U, PLC-XT21UA, PLC-XT21UW, PLC-XT21UWM, PLC-XT21W, PLCXT21, PLCXT21B, PLCXT21BA, PLCXT21E, PLCXT21EA, PLCXT21N, PLCXT21NA, PLCXT21U, PLCXT21UA, PLCXT21UW, PLCXT21UWM, PLCXT21W, PLC-XT25, PLC-XT25B, PLC-XT25BA, PLC-XT25E, PLC-XT25EA, PLC-XT25L, PLC-XT25N, PLC-XT25NA, PLC-XT25U, PLC-XT25UA, PLC-XT25UW, PLC-XT25UWM, PLC-XT25W, PLCXT25, PLCXT25B, PLCXT25BA, PLCXT25E, PLCXT25EA, PLCXT25N, PLCXT25NA, PLCXT25U, PLCXT25UA, PLCXT25UW, PLCXT25UWM, PLCXT25W",119.63,119.63,Sanyo,Projection Equipment,Office,Projectors & Presentation Equipment,3984
1532,Elia Kazan : A Biography,"This electrifying biography by one of America's foremost film scholars combines social, political, and cultural history with a sharp critical evaluation of Kazan's protean career.|From the late forties through the sixties, Elia Kazan was the most important and influential director in America, and the only one who managed simultaneously to dominate both theater and film. In that role he manifestly shaped the conception and writing, as well as the presentation, of many of the period's iconic works, reshaping the values of the stage and bringing a new realism and intensity of performance to the screen. His various achievements include the original Broadway productions of The Skin of Our Teeth, All My Sons, and Death of a Salesman and such Hollywood films as Gentleman's Agreement, Brando's Streetcar, and Splendor in the Grass. A non-traditional biography, this book combines social and political history with a sharp critical evaluation of Kazan's work. Schickel presents Kazan as a figure of his culture and time, much in the same way that David Remnick treated Muhammed Ali and the larger picture of American history in King of the World. History's view of Kazan is now colored by a single political act -- his naming names in testimony before the House Un-American Activities Committee. By putting the actions, work, and words of this towering figure in context, Schickel not only defends his hero and his hero's work; he also helps the reader move beyond Kazan's most infamous moment to appreciate the larger American story in which he played such a pivotal role. The result is an intelligent and lively biography and social history.",13.84,13.84,Richard Schickel,Biographies & Memoirs,Books,Entertainment & Performing Arts Biographies & Memoirs,4271
1533,I'M ISOLAMARRAS Women's One Button Cropped Jacket 29 Black,"Model:&nbsp;00199 Color:&nbsp;Black Materials:&nbsp;Fabric: 97%&nbsp;Cotton, 3% Elastane Lining: 52% Polyester, 48%&nbsp;Cotton Retail: $336 &nbsp; 1| Cotton, Polyester Made in Italy Country of Origin: &nbsp;Italy",336,100.77,I'M ISOLAMARRAS,Women,Clothing,Womens Coats & Jackets,7608
1534,estee lauder daywear advanced multi-protection anti-oxidant creme spf 15 - 1.7 oz,"formulated with a potent super anti-oxidant complex helps neutralize every kind of skin-damaging free radical contains advanced spf 15 sunscreen to shield skin against uva/uvb eliminates first signs of aging like dullness &amp; fine, dry lines imparts deep, long-lasting hydration infused with a refreshing cucumber scent reveals sleeker, fresher, younger &amp; healthier skin perfect for dry skin SKU:ADIB0053SY5IC|estee lauder daywear advanced multi-protection anti-oxidant creme spf 15 - 1.7 oz",60.24,60.24,Estee Lauder,Skin Care,Beauty,Face Moisturizers,9783
1535,FashionOutfit Women's Solid Open Front Draped Neck Sleeveless Vest Cardigan - Made in USA,FashionOutfit is the go-to source online fashion retailer for all fashion lovers who provides wide range of trendy and unique styles for both women and men. MEASUREMENTS (Inches) AAWVTV0016 S - Chest : 34 / Length : 28 M - Chest : 36 / Length : 28.5 L - Chest : 38 / Length : 29 XL - Chest : 40 / Length : 29.5 2XL - Chest : 42 / Length : 30 3XL - Chest : 44 / Length : 30.5 | Loose fit / Sleeveless / Asymmetrical hem / Draped open front vest cardigan / Solid 95% RAYON 5% SPANDEX Mid-weight / Soft and stretchable jersey fabric / Made in USA Perfect match with dress or camisole. This Soft Jersey drape vest will look casual and formal outfit depending on how you wear it. Please refer to our image for the size wise. ,17.99,17.99,FashionOutfit,Women,Clothing,Womens Sweaters,9187
1536,Women with Control Controlways Top with Cut- Out A273771,"No Description Available| Features: Controlways, cutout V-neckline, 3/4-leng Fit: semi-fitted shell; fitted lining Shell Length: missy length 28&quot; to 30-1/2&quot;; plus le Lining Length: missy length 24&quot; to 26-1/2&quot;; plus l Content: shell 100% polyester; lining 86% polyeste ",59,21.97,Brand,Women,Clothing,Womens Coats & Jackets,3659
1537,Women's 3/4 Sleeve 2Fer,"The Women's 3/4 Sleeve 2Fer from Time and Tru is comfortable, stylish and easy-to-wear. Featured in a variety of fashionable combos, this knit cardigan will become a staple in your wardrobe this season. This cardigan set can be worn to work or add some accessory pieces and jazz it up for a night out on the town. Pair it with your favorite bottom for the perfect look!| Women's 3/4 Sleeve 2Fer: Cardigan: 79% rayon, 18% polyester, 3% spandex Tank top: 95% polyester, 5% spandex 2-piece set Cardigan: 3/4 sleeves Two front pockets Solid-colored design Knit fabric Tank top: V-neckline Hi-lo hem Available in assorted colors Machine wash cold separately or with like colors, gentle cycle, only non-chlorine bleach when needed, tumble dry low, cool iron if needed ",14.94,14.94,Time and Tru,Women,Clothing,Womens Sweaters,3900
1538,Basics - Blank Adult Hoodie Sweatshirt,"|Plain Blank T-shirt - The Same High Quality as our printed shirts Great Value Plain clothing with no decoration Get back to basics with our plain, undecorated clothing - all with the same quality &amp; service you've come to expect from Expression Tees&reg; Expression Tees brings you yet another amazing design - Basics - Blank All of our designs are printed in the U.S. on high quality garments. Just wait until you slip on one of these super-soft tops… you'll never want to take it off. Expression Tees has everything in stock and ready to ship. Most orders ship same day or the next day, and are delivered within 2-3 business days (on average). Most of our designs are available in Mens T-Shirts, Women's T-shirts, Kids T-shirts, Hoodies and Crewnecks... Be sure to search for #ExpressionTees for all the latest trends. Please Note - Expression Tees and it's items for sale are not affiliated with or endorsed by any celebrities or public figures, is not associated with any existing intellectual property or trademark, and no infringement is intended and no endorsement is implied. All designs posted are believed to be posted within our rights according to the U.S. Copyright Fair Use Act. All rights reserved. Expression Tees, Inc. is the ONLY authorized seller of Expression Tees&reg; brand items. These items and designs are produced EXCLUSIVELY for sale by Expression Tees. Printed and designed in the U.S.A. using top quality garments for comfort and style. Recommended Care Instructions - Machine wash warm, inside out, with like colors. Only non-chlorine bleach. Tumble dry medium. Do not iron. Do not dry clean",23.99,23.99,Expression Tees,Women,Clothing,Womens Sweatshirts & Hoodies,4895
1539,"Port Authority J335 Hooded Core Soft Shell Jacket, Dress Blue Navy/ Battleship Grey, XS","An attached hood and bold colorblocking give this well-priced, water-resistant soft shell extra rain-shielding protection and strong style. | 100% polyester woven shell bonded to a water-resistant film insert and a 100% polyester microfleece lining 1000MM fabric waterproof rating 1000G/M2 fabric breathability rating Adjustable hood with locking drawcord to customize fit Reverse coil zippers Full-length interior storm flap with chin guard Zippered right chest pocket Tricot-lined front zippered pockets Open cuffs Open hem with locking drawcord|Port Authority J335 Hooded Core Soft Shell Jacket, Dress Blue Navy/ Battleship Grey, XS",49.58,49.58,Port Authority,Women,Clothing,Womens Coats & Jackets,3957
1540,"You Come, You Sit, You Stay Screen Print Bandana Purple Large","Mirage Pet Products &quot;You Come, You Sit, You Stay&quot; Screen Print Bandana, Large...|You Come, You Sit, You Stay Screen Print Bandana Purple LargeCountry of Origin: &nbsp;USA and/or Imported",11.96,11.96,Mirage Pet Products,Dogs,Pets,Dog Apparel & Dog Shoes,2346
1541,"Port Authority K110 Dry Zone UV Micro-Mesh Polo, Gusty Grey, S","Our durable, moisture-wicking Dry Zone polo-now with UV protection. An exceptional value, this breathable mesh polo also resists snags. Colors coordinate with our Core Classic Pique Polos and Carefree Poplin Shirts. 4.5-ounce, 100% polyester double knit pique UPF rating of 30 Tag-free label Flat knit collar 3-button placket with pearlized buttons Set-in, open hem sleeves Side vents Due to the nature of 100% polyester performance fabrics, special care must be taken throughout the printing process.|Port Authority K110 Dry Zone UV Micro-Mesh Polo, Gusty Grey, S",11.18,11.18,Port Authority,Men,Clothing,Mens Polos,7904
1542,FashionOutfit Women's Long Sleeve Patched Elbow Jacquard Knit Sweater Pull over Top,"FashionOutfit is the go-to source online fashion retailer for all fashion lovers who provides wide range of trendy and unique styles for both women and men. MEASUREMENTS (Inches) AWOSWL0119 S - Chest : 34(Min)~36(Max) / Shoulder : 13 / Sleeve : 24 / Length : 23 M - Chest : 36(Min)~38(Max) / Shoulder : 13.5 / Sleeve : 24.25 / Length : 24 L - Chest : 38(Min)~40(Max) / Shoulder : 14 / Sleeve : 25 / Length : 24.5 | Jacquard knit sweater great for transitional season. Shell1: Polyester96% Spandex4%, Shell2: Polyester97% Spandex3% Light weight comfortable fit good to match with any kind of jackets&amp;cardigans Light weight Patched Elbow Jacquard Knit Sweater breathable sweater features elbow patch which gives you more cuteness&amp; comfort. Great to match with long cardigan if you're looking for it Plz search AWOCAL0166 *For the perfect fit Plz check our size chart. ",17.99,17.99,FashionOutfit,Women,Clothing,Womens Sweaters,7788
1543,Urbane Urbane Classic Crossover Scrub Top Scrub Top,"Urbane Urbane Classic Crossover Scrub Top Scrub Top|This is one of our BEST SELLERS The tailored crossover top features: A contrast trim Set-in short sleeves Medium length 25&quot; XS2XL. XXS and 3XL in select colors One outside lower pocket. For two pockets and longer length, see Style 9534 This top also has a side shaping fit to show off your curves, and vents for ease of movement We have heard great response in the fit and durability of this top. From the manufacturer's web site: One most popular stylenow in over 75 brilliant color combinations. Tailored crossover top with contrast trim. Set-in short sleeves and one outside lower pocket. Side shaping to show off your curves, and vents for ease of movement. ",21.49,21.49,Urbane,Women,Clothing,Womens Scrubs,1723
1544,MBJ WB670 Womens Fold-Over Maxi Skirt XXXL TAUPE,"A seasonless maxi skirt featuring a fold-over waist. Stretch knit. Lightweight and Unlined. Peferct for dressing it up or wear it casual. 40&quot; folded length from waist to hem, 27&quot; waist Measured from size Small.|MBJ WB670 Womens Fold-Over Maxi Skirt XXXL TAUPE",15.95,15.95,Made by Johnny,Women,Clothing,Womens Skirts,5426
1545,Harriton Men's Paradise Short-Sleeve Performance Shirt,"|2.36 oz./yd2/79 gsm, 100% polyester; Moisture-wicking and anti-microbial performance; UV Protection; Durable flat felled side and underarm seams; Structured collar stand with integrated collar stays; Chest pocket with pen slot;",44.6,26.61,Harriton,Men,Clothing,Mens Casual Button-down Shirts,5880
1546,L'Occitane - Peony Pivoine Sublime CC Cream SPF 20 - #Medium -30ml/1oz,"|A soft hydrating &amp; protecting CC cream Contains skin-perfecting peony extract, unifying CC pigments &amp; illuminating pearly particles Instantly evens out skin tone &amp; camouflages imperfections Silky texture &amp; delivers a natural finish Leaves skin smooth, luminous &amp; fresh-looking Suitable for all skin types To use: Wear alone for a nude-skin look or apply as a makeup base ",39.21,39.21,L'Occitane,Skin Care,Beauty,Face Moisturizers,3011
1547,1/7 TCW Round Diamond Platinum over Sterling Silver 3-Piece Bridal Engagement Wedding Ring Set,"Sparkling with 1/7 carat T.W. of diamonds, this fabulous three-piece wedding ring set takes the shimmer quotient even higher. You'll never want to take it off. Platinum over sterling silver. Sizes 6-10. (All carat weights are approximate and may vary slightly from those listed.) 50803 Item Specifications: RingMetal Information: Platinum Over Sterling Silver Finish: Bright Height: 1/5&quot; Length: 1 1/7&quot; Width: 3/4&quot; Shank Width: 1/16&quot; Style: Bridal Set Stone Information: Diamond (Accent/Small Stone) Quantity: 1 Carat Weight: .0200 Size (mm): 1.7 Diamond Cut: Full Cut Clarity I3 Color: HI Shape: Round Setting: Pave Make: Genuine Diamond (Accent/Small Stone) Quantity: 24 Carat Weight: .0050 Size (mm): 1 Diamond Cut: Single Cut Clarity I3 Color: HI Shape: Round Setting: Pave Make: Genuine | Platinum Over Sterling Silver. Quality Stamp (.925) 25 Diamond Stones Item Measures 20 mm Wide x 5.5 mm High x 29 mm Long. 2 mm Shank Width Country of Origin: &nbsp;China",198.89,152.89,Palm Beach Jewelry,The Wedding Shop,Jewelry,Wedding Bands For Her,9094
1548,Charter Club Navy Blue White Button Detail Bell-Sleeve Crew Neck Sweater XXL,MSRP: $69.50 Navy XXL - Regular Striped 55% Cotton 25% Polyester|Charter Club Navy Blue White Button Detail Bell-Sleeve Crew Neck Sweater XXL,21.99,21.99,CharterClub,Women,Clothing,Womens Sweaters,7069
1549,"Silky Draped Fit Scoop-Neck Tee, Multiple Colors","Every piece from our Amaryllis Cut Loose Collection is created balancing the two thing we, women care mostly about: being comfortable and looking great!Featuring a Silky-Soft fabric of&nbsp;Modal&nbsp;and an&nbsp;Over-Sized fit&nbsp;for effortless layering and styling. This fabric doesn't cling to your body and feels silky-soft.Throw it on by itself with you shorts, jeans, or leggings for a casual look or wear it with skinnies, tuck in the front and through on a jacket for an effortless, chic office look.Material: 100% Modal, An Eco-fiber, Eco- Friendly&nbsp;Fit: Over-SizedBenefits of Modal:&nbsp;Modal envelops the body in a touch of lightnessColors remain brilliant and strong&nbsp;It washes and stays looking goodIt's super softSize (unit: in)Please review measurements below for best fit:SMALL: &nbsp;Bust : 44&quot;, Shoulder: 17&quot;,&nbsp;Length: 28&quot;MEDIUM: Bust : 46&quot;, Shoulder: 17.5&quot;,&nbsp;Length: 28.5&quot;LARGE: Bust : 48&quot;, Shoulder: 18&quot;,&nbsp;Length: 29&quot;X-LARGE: Bust: 50&quot;, Shoulder 18.5&quot;,&nbsp;Length: 29.5&quot;XX-LARGE: Bust: 52&quot;, Shoulder 18.5&quot;,&nbsp;Length: 30&quot;Care Instructions:&nbsp;Modal is colorfast, so you can wash it in warm or hot water but hand washing your modal in cold water keeps your pieces looking new for longer. &nbsp;Modal clothing should be washed on the delicate cycle. It drys easily so you don&acirc;€™t need to tumble. &nbsp;|Silky Draped Fit Scoop-Neck Tee, Multiple Colors",14.1,14.1,amaryllis,Women,Clothing,Womens Coats & Jackets,5120
1550,Picadilly NEW White Black Womens Size 3X Plus V-Neck Sheath Dress,Color: Whites Size Type: Plus Size (Women's): 3X Lined: Yes Sleeve Style: Long Sleeve Occasion: Casual Style: Sheath Dress Look: Summer Dress Length: Knee Length Material: Polyester Zipper: None|Picadilly NEW White Black Womens Size 3X Plus V-Neck Sheath Dress,140,22.99,Picadilly,Womens Petite,Clothing,Womens Petite Dresses & Rompers,9131
1551,Z By Zella NEW Black Womens Size XL Space-Dye Stretch Athletic Jacket,Z By Zella Womens Space-Dye Stretch Athletic Jacket|Color: Blacks Size Type: Regular Size (Women's): XL Sleeve Length: Long Sleeve Style: Coats &amp; Jackets Material: Polyester,40,20.98,Z By Zella,Women,Clothing,Womens Coats & Jackets,6877
1552,1/8 ct Infinity Diamond Wedding Womens Stackable Anniversary Ring 14K Rose Gold,Women's ring features round cut diamonds set in solid 14k rose gold. -- Metal - 14k Rose Gold -- Purity - 14k -- Color - H/I -- Clarity - SI2 -- Style - Gifts/Anniversary Gifts -- Item # - WR3030RSESI|1/8 ct Infinity Diamond Wedding Womens Stackable Anniversary Ring 14K Rose Gold,1199.97,399.99,Pompeii3,The Wedding Shop,Jewelry,All Wedding & Engagement Rings,5209
1553,Ash City - North End Men's Reflex UTK Cool Logik Performance Embossed Print Polo,"UTK cool.logikmoisture wicking &amp; UV protection performance; 100% polyester interlock with embossed print, 5.2 oz./yd2/175 gsm; UTK cool.logik embossed print on front body and sleeves; contrast coverstitch details; heat seal label; self-fabric collar with collar stand;|UTK cool.logik™moisture wicking &amp; UV protection performance; 100% polyester interlock with embossed print, 5.2 oz./yd2/175 gsm; UTK cool.logik™ embossed print on front body and sleeves; contrast coverstitch details; heat seal label; self-fabric collar with collar stand;",31.68,31.68,Ash City - North End,Men,Clothing,Mens Polos,2310
1554,Cute Kitten Large Black Duffel Style Diaper Baby Bag,"This Multi-Purpose High-Quality Duffle is the Perfect Diaper Baby Carry Bag. Plenty of Room to Hold all Of Your Baby Items and More. Black Shiny Material with Leather-Style Trimming. Features One Large Pocket with Zipper Closure, 2 Side Pockets for Bottles, and a Front Pocket for Extra Accessories That Closes with a Flap with a Striking, Vibrant Image. 2 Carrying Handles, and Includes a Sling-Crossover Strap for More Comfortable Carrying.|Cute Kitten Large Black Duffel Style Diaper Baby Bag",69.99,69.99,Accessory Avenue,Baby Activities & Gear,Baby,Diaper Bags,2912
1555,Ultra Sleek And Spacious Pearl White Lacquer 18 Note Music Jewelry Box - We've Only Just Begun - NEW,"Clean modern design Multi-functional compartments + lift up tray + 1 spacious drawe Hi gloss pearl white lacquer finish with black lacquer tri Functional lock with key &amp; pouc Cr&egrave;me velvet interior with Large Mirro Silver hardware throughou 18 Note Movement (please see item options for available tunes Higher notes available, click on tab below (Higher Note Options|Ultra Sleek And Spacious Pearl White Lacquer 18 Note Music Jewelry Box - We've Only Just Begun - NEW",240.99,240.99,MusicBoxAttic,Jewelry Boxes & Organizers,Jewelry,Jewelry Boxes & Organizers,8170
